"STATE","DISTRICT","INCUMBENT INDICATOR","NAME","PARTY","PRIMARY RESULTS","RUNOFF RESULTS","GENERAL RESULTS","COMBINED PARTIES"
"TX","18.0","","Nankervis, Colin","LBT","*","","2330.0",""
"TX","18.0","","Levy, Bob","R","5234.0","","38191.0",""
"TX","18.0","","Zoch, Elmer L.","R","4437.0","","",""
"TX","19.0","","Turnbow, John","LBT","*","","15579.0",""
"TX","19.0","(I)","Combest, Larry","R","64433.0","","170319.0",""
"TX","20.0","(I)","Gonzalez, Charles A.","D","22213.0","","107487.0",""
"TX","20.0","","De Pena , Alejandro (Alex)","LBT","*","","15087.0",""
"TX","21.0","","Green, Jim","D","12381.0","","73326.0",""
"TX","21.0","","Steinbrecher, C.W. (Jinx)","LBT","*","","6503.0",""
"TX","21.0","(I)","Smith, Lamar","R","90924.0","","251049.0",""
"TX","22.0","","Matranga, Jo Ann","D","4833.0","","92645.0",""
"TX","22.0","","Stogner, Virginia ""Ginny""","D","4590.0","","",""
"TX","22.0","","Schneider, Bob","I","","","5577.0",""
"TX","22.0","","Probst, Kent","LBT","*","","3383.0",""
"TX","22.0","(I)","DeLay, Tom","R","41901.0","","154662.0",""
"TX","22.0","","Fjetland, Michael ""Fjet""","R","8385.0","","",""
"TX","23.0","","Garza, Isidro Jr.","D","43424.0","","78274.0",""
"TX","23.0","","Sullivan, Joseph P. (Joe)","D","18937.0","","",""
"TX","23.0","","Blunt, Jeffrey C.","LBT","*","","3801.0",""
"TX","23.0","(I)","Bonilla, Henry","R","25231.0","","119679.0",""
"TX","24.0","(I)","Frost, Martin","D","18892.0","","103152.0",""
"TX","24.0","","Worthington, Robert (Bob)","LBT","*","","2561.0",""
"TX","24.0","","Newman, Cynthia","R","3837.0","","",""
"TX","24.0","","Payne, Bill","R","4369.0","1371.0","",""
"TX","24.0","","Warren, Mac","R","3135.0","","",""
"TX","24.0","","Wright, James ""Bryndan""","R","5551.0","2240.0","61235.0",""
"TX","25.0","(I)","Bentsen, Ken","D","9455.0","","106112.0",""
"TX","25.0","","Messina, Clifford Lee","LBT","*","","2400.0",""
"TX","25.0","","Reiser, Tom","R","11060.0","","",""
"TX","25.0","","Sudan, Phil","R","11658.0","","68010.0",""
"TX","26.0","","Love, Steve","D","6128.0","","75601.0",""
"TX","26.0","","Badagnani, Fred E.","LBT","*","","5646.0",""
"TX","26.0","(I)","Armey, Dick","R","48179.0","","214025.0",""
"TX","26.0","","Thompson, Larry K.","R","6806.0","","",""
"TX","27.0","(I)","Ortiz, Solomon P.","D","36569.0","","102088.0",""
"TX","27.0","","Bunch, William","LBT","*","","4324.0",""
"TX","27.0","","Ahumada, Pat","R","13652.0","","54660.0",""
"TX","28.0","(I)","Rodriguez, Ciro D.","D","37110.0","","123104.0",""
"TX","28.0","","Stallknecht, William A.","LBT","*","","15156.0",""
"TX","29.0","(I)","Green, Gene","D","9673.0","","84665.0",""
"TX","29.0","","Dittmar, Ray","LBT","*","","1204.0",""
"TX","29.0","","Goforth, Allen H.","R","3685.0","","",""
"TX","29.0","","Vu, Joe","R","3960.0","","29606.0",""
"TX","30.0","(I)","Johnson, Eddie Bernice","D","20119.0","","109163.0",""
"TX","30.0","","Rush, Kelly","LBT","*","","9798.0",""
"UT","1.0","","Collinwood, Kathleen McConkie","D","*","","71229.0",""
"UT","1.0","","Anderson, Hartley D.","IAP","*","","5131.0",""
"UT","1.0","","Wadsworth, Reva E.","IAP","","","",""
"UT","1.0","","Seely, Dave Starr","LBT","*","","3151.0",""
"UT","1.0","","Frandsen, Matthew D.","NL","","","1703.0",""
"UT","1.0","(I)","Hansen, James V.","R","*","","180591.0",""
"UT","2.0","","Matheson, Jim","D","*","","145021.0",""
"UT","2.0","","Bangerter, Bruce","IAP","*","","4704.0",""
"UT","2.0","","Pixton, Peter","LBT","*","","2165.0",""
"UT","2.0","(I)","Cook, Merrill","R","26199.0","","",""
"UT","2.0","","Smith, Derek W.","R","37494.0","","107114.0",""
"UT","2.0","","Wright, Jeff","R","","","",""
"UT","2.0","","Voris, Steven Alberts","UN","","","597.0",""
"UT","3.0","","Dunn, Donald","D","*","","88547.0",""
"UT","3.0","","Lehman, Michael J.","IAP","*","","5436.0",""
"UT","3.0","","Burton, Kitty K.","LBT","*","","3570.0",""
"UT","3.0","","Tolpinrud, Randall","NL","","","852.0",""
"UT","3.0","(I)","Cannon, Chris","R","","","138943.0",""
"UT","3.0","","Wright, Jason F.","R","","","",""
"VA","1.0","","Bell, Ron","D","","","",""
"VA","1.0","","Davies, Lawrence A.","D","*","","97399.0",""
"VA","1.0","","Pash, Gary","D","","","",""
"VA","1.0","","Billings, Josh","I","","","4082.0",""
"VA","1.0","","Wood, Sharon A.","I","","","9652.0",""
"VA","1.0","","Cunningham, Robert L.","R","2686.0","","",""
"VA","1.0","","Davis, Jo Ann S.","R","14274.0","","151344.0",""
"VA","1.0","","Jost, Paul C.","R","12171.0","","",""
"VA","1.0","","Rothfeld, Michael I.","R","8932.0","","",""
"VA","1.0","","Short, Philip G.","R","2535.0","","",""
"VA","1.0","","Scattered","W","","","537.0",""
"VA","2.0","","Wagner, Jody M.","D","*","","90328.0",""
"VA","2.0","","Schrock, Edward L. ""Ed""","R","Unopposed","","97856.0",""
"VA","2.0","","Scattered","W","","","145.0",""
"VA","3.0","(I)","Scott, Robert C. ""Bobby""","D","Unopposed","","137527.0",""
"VA","3.0","","Scattered","W","","","3226.0",""
"VA","4.0","(I)","Sisisky, Norman","D","Unopposed","","189787.0",""
"VA","4.0","","Scattered","W","","","2108.0",""
"VA","5.0","","Boyd, John W., Jr.","D","*","","65387.0",""
"VA","5.0","","Hale, Allen","D","","","",""
"VA","5.0","(I)","Goode, Virgil H. Jr.","I","","","143312.0",""
"VA","5.0","","Spence, Joseph S.","I","","","3936.0",""
"VA","5.0","","Scattered","W","","","70.0",""
"VA","6.0","(I)","Goodlatte, Robert W. ""Bob""","R","*","","153338.0",""
"VA","6.0","","Scattered","W","","","1145.0",""
"VA","7.0","","Stewart, Warren","D","*","","94935.0",""
"VA","7.0","","Cantor, Eric I.","R","20902.0","","192652.0",""
"VA","7.0","","Martin, Stephen H. ""Steve""","R","20639.0","","",""
"VA","7.0","","Scattered","W","","","304.0",""
"VA","8.0","(I)","Moran, James P. Jr.","D","*","","164178.0",""
"VA","8.0","","Crickenberger, Ronald V.","I","","","3483.0",""
"VA","8.0","","Herron, Richard Lee ""Rick""","I","","","2805.0",""
"VA","8.0","","Miller, Demaris H.","R","*","","88262.0",""
"VA","8.0","","Rigler, Maeve T.","R","","","",""
"VA","8.0","","Scattered","W","","","471.0",""
"VA","9.0","(I)","Boucher, Frederick C. ""Rick""","D","*","","137488.0",""
"VA","9.0","","Osborne, Michael D. ""Oz""","R","*","","59335.0",""
"VA","9.0","","Scattered","W","","","32.0",""
"VA","10.0","","Brown, Brian M.","I","","","28107.0",""
"VA","10.0","","Rossi, Marc A.","I","","","16031.0",""
"VA","10.0","(I)","Wolf, Frank R.","R","Unopposed","","238817.0",""
"VA","10.0","","Scattered","W","","","682.0",""
"VA","11.0","","Bellanca, Tom","D"," ","","",""
"VA","11.0","","Corrigan, M. L. ""Mike""","D","*","","83455.0",""
"VA","11.0","","Westover, Robert","D"," ","","",""
"VA","11.0","","Levy, C. W. ""Levi""","I","","","4059.0",""
"VA","11.0","","McBride, Robert K.","I","","","4774.0",""
"VA","11.0","(I)","Davis, Thomas M. III","R","Unopposed","","150395.0",""
"VA","11.0","","Scattered","W","","","285.0",""
"VI","0.0","(I)","Christian-Christensen, Dr. Donna M.","D","Unopposed","","19021.0",""
"VI","0.0","","Frazer, Victor O.","I","","","3569.0",""
"VI","0.0","","Estemac, Jorge J.","ICM","Unopposed","","1626.0",""
"VI","0.0","","Balch, Charles","W","","","1.0",""
"VI","0.0","","Basttiste, Leale","W","","","1.0",""
"VI","0.0","","Bryan, Jean","W","","","2.0",""
"VI","0.0","","Cromwell, Rosa White","W","","","1.0",""
"VI","0.0","","de Lugo, Ron","W","","","2.0",""
"VI","0.0","","Douglas, Dena","W","","","1.0",""
"VI","0.0","","Hairston, Linda","W","","","1.0",""
"VI","0.0","","Hodge, John","W","","","1.0",""
"VI","0.0","","Isaac, Stephan J.","W","","","1.0",""
"VI","0.0","","Jacobs, Stanley","W","","","1.0",""
"VI","0.0","","Les, Hasseen I.","W","","","1.0",""
"VI","0.0","","Lindsey, Renalo","W","","","1.0",""
"VI","0.0","","Maynard, Bianca","W","","","1.0",""
"VI","0.0","","Mc Henry, Howard J.","W","","","1.0",""
"VI","0.0","","Monsanto, Liston","W","","","1.0",""
"VI","0.0","","Nekitt, Bevelis","W","","","1.0",""
"VI","0.0","","None","W","","","1.0",""
"VI","0.0","","None of the Above","W","","","2.0",""
"VI","0.0","","Thomas, Austin","W","","","1.0",""
"VI","0.0","","Tobias, St. Clair","W","","","1.0",""
"VI","0.0","","Top, Sam","W","","","1.0",""
"VI","0.0","","Topp, Sam","W","","","2.0",""
"VI","0.0","","Vialet, Fred Jr.","W","","","1.0",""
"VI","0.0","","Wollcott, Phyllis","W","","","1.0",""
"VT","0.0","","Diamondstone, Pete","D","20539.0","","",""
"VT","0.0","","Diamondstone, Pete","D/LU","","","14918.0",""
"VT","0.0","","Rogers, Jack","GRT-VT","","","4799.0",""
"VT","0.0","(I)","Sanders, Bernie","I","","","196118.0",""
"VT","0.0","","Skrill, Stewart","I","","","11816.0",""
"VT","0.0","","Krymkowski, Daniel H.","LBT","","","2978.0",""
"VT","0.0","","Kerin, Karen Ann","R","47632.0","","51977.0",""
"VT","0.0","","Scattered","W","","","760.0",""
"VT","0.0","","Sanders, Bernie","W(D)","1337.0","","",""
"VT","0.0","","Scattered","W(D)","710.0","","",""
"VT","0.0","","Sanders, Bernie","W(R)","895.0","","",""
"VT","0.0","","Scattered","W(R)","2981.0","","",""
"WA","1.0","(I)","Inslee, Jay","D","80362.0","","155820.0",""
"WA","1.0","","Newman, Bruce","LBT","3950.0","","7993.0",""
"WA","1.0","","McDonald, Dan","R","60303.0","","121823.0",""
"WA","2.0","","Larsen, Rick","D","68315.0","","146617.0",""
"WA","2.0","","Andrews, Stuart","LBT","4274.0","","7672.0",""
"WA","2.0","","Johnson, Glen S.","NL","2412.0","","4231.0",""
"WA","2.0","","Koster, John","R","72244.0","","134660.0",""
"WA","3.0","(I)","Baird, Brian","D","81240.0","","159428.0",""
"WA","3.0","","Lewis, Erne","LBT","5332.0","","8375.0",""
"WA","3.0","","Matson, Trent R.","R","58077.0","","114861.0",""
"WA","4.0","","Davis, Jim","D","42337.0","","87585.0",""
"WA","4.0","","Krauss, Fred D.","LBT","3684.0","","4260.0",""
"WA","4.0","(I)","Hastings, Doc","R","79683.0","","143259.0",""
"WA","4.0","","Pross, Gordon Allen","R","5420.0","","",""
"WA","5.0","","Flynn, Tom","D","15609.0","","",""
"WA","5.0","","Keefe, Tom","D","30263.0","","97703.0",""
"WA","5.0","","Holmes, Greg","LBT","3129.0","","9473.0",""
"WA","5.0","","Clear, Richard","R","28373.0","","",""
"WA","5.0","(I)","Nethercutt, George R. Jr.","R","64341.0","","144038.0",""
"WA","6.0","(I)","Dicks, Norm","D","103131.0","","164853.0",""
"WA","6.0","","Bennett, John","LBT","6311.0","","10645.0",""
"WA","6.0","","Chovil, William Edward","R","7882.0","","",""
"WA","6.0","","Lawrence, Bob","R","38817.0","","79215.0",""
"WA","7.0","(I)","McDermott, Jim","D","94450.0","","193470.0",""
"WA","7.0","","Szwaja, Joe","GRN","16214.0","","52142.0",""
"WA","7.0","","Grus, Joel","LBT","10546.0","","20197.0",""
"WA","8.0","","Behrens-Benedict, Heidi","D","54449.0","","104944.0",""
"WA","8.0","","McIlroy, Bernard","LBT","3059.0","","6269.0",""
"WA","8.0","(I)","Dunn, Jennifer","R","89133.0","","183255.0",""
"WA","9.0","(I)","Smith, Adam","D","70901.0","","135452.0",""
"WA","9.0","","Wright, Jonathan V.","LBT","3569.0","","7405.0",""
"WA","9.0","","Snell, Gary","R","9322.0","","",""
"WA","9.0","","Vance, Chris","R","34861.0","","76766.0",""
"WI","1.0","","Graf, John","D","6459.0","","",""
"WI","1.0","","Thomas, Jeffrey C.","D","9859.0","","88885.0",""
"WI","1.0","(I)","Ryan, Paul D.","R","15915.0","","177612.0",""
"WI","1.0","","Scattered","W","","","294.0",""
"WI","1.0","","Scattered","W(D)","12.0","","",""
"WI","1.0","","Scattered","W(R)","15.0","","",""
"WI","2.0","(I)","Baldwin, Tammy","D","25467.0","","163534.0",""
"WI","2.0","","Sharpless, John","R","18344.0","","154632.0",""
"WI","2.0","","Scattered","W","","","214.0",""
"WI","2.0","","Scattered","W(D)","128.0","","",""
"WI","2.0","","Scattered","W(R)","37.0","","",""
"WI","2.0","","Scattered","W(WG)","1.0","","",""
"WI","3.0","(I)","Kind, Ron","D","22192.0","","173505.0",""
"WI","3.0","","Tully, Susan","R","23921.0","","97741.0",""
"WI","3.0","","Scattered","W","","","966.0",""
"WI","3.0","","Scattered","W(D)","50.0","","",""
"WI","3.0","","Scattered","W(R)","45.0","","",""
"WI","3.0","","Scattered","W(WG)","2.0","","",""
"WI","4.0","(I)","Kleczka, Jerry","D","12765.0","","163622.0",""
"WI","4.0","","Rajnovic, Nikola","LBT","71.0","","3705.0",""
"WI","4.0","","Blenski, Roman R.","R","1859.0","","",""
"WI","4.0","","Riener, Tim","R","4513.0","","101811.0",""
"WI","4.0","","Scattered","W","","","127.0",""
"WI","4.0","","Scattered","W(D)","73.0","","",""
"WI","4.0","","Scattered","W(LBT)","0.0","","",""
"WI","4.0","","Scattered","W(R)","15.0","","",""
"WI","5.0","(I)","Barrett, Tom","D","11082.0","","173893.0",""
"WI","5.0","","Smith, Jonathan","R","3172.0","","49296.0",""
"WI","5.0","","Scattered","W","","","663.0",""
"WI","5.0","","Scattered","W(D)","55.0","","",""
"WI","5.0","","Scattered","W(R)","21.0","","",""
"WI","6.0","","Flaherty, Dan","D","10607.0","","96125.0",""
"WI","6.0","","Moder, John L.","R","4713.0","","",""
"WI","6.0","(I)","Petri, Tom","R","31113.0","","179205.0",""
"WI","6.0","","Scattered","W","","","275.0",""
"WI","6.0","","Scattered","W(D)","12.0","","",""
"WI","6.0","","Scattered","W(R)","11.0","","",""
"WI","7.0","(I)","Obey, David R.","D","29099.0","","173007.0",""
"WI","7.0","","Cronin, Sean","R","15948.0","","100264.0",""
"WI","7.0","","Scattered","W","","","189.0",""
"WI","7.0","","Scattered","W(CON)","3.0","","",""
"WI","7.0","","Scattered","W(D)","42.0","","",""
"WI","7.0","","Scattered","W(R)","38.0","","",""
"WI","7.0","","Scattered","W(WG)","1.0","","",""
"WI","8.0","","Reich, Dean","D","30792.0","","71575.0",""
"WI","8.0","(I)","Green, Mark","R","63726.0","","211388.0",""
"WI","8.0","","Scattered","W","","","331.0",""
"WI","8.0","","Scattered","W(D)","103.0","","",""
"WI","8.0","","Scattered","W(LBT)","1.0","","",""
"WI","8.0","","Scattered","W(R)","95.0","","",""
"WI","8.0","","Scattered","W(WG)","1.0","","",""
"WI","9.0","","Clawson, Mike","D","6949.0","","83720.0",""
"WI","9.0","(I)","Sensenbrenner, F. James Jr.","R","20295.0","","239498.0",""
"WI","9.0","","Scattered","W","","","237.0",""
"WI","9.0","","Scattered","W(D)","4.0","","",""
"WI","9.0","","Scattered","W(R)","70.0","","",""
"WV","1.0","(I)","Mollohan, Alan B.","D","79036.0","","170974.0",""
"WV","1.0","","Kerr, Richard","LBT","133.0","","23797.0",""
"WV","2.0","","Hechler, Ken","D","21451.0","","",""
"WV","2.0","","Humphreys, Jim","D","37810.0","","103003.0",""
"WV","2.0","","Taylor, Beth","D","5141.0","","",""
"WV","2.0","","Walker, Martha Yeager","D","22985.0","","",""
"WV","2.0","","Brown, John","LBT","86.0","","12543.0",""
"WV","2.0","","Capito, Shelley Moore","R","33667.0","","108769.0",""
"WV","3.0","(I)","Rahall, Nick Joe II","D","87959.0","","146807.0",""
"WV","3.0","","Robinson, Jeff","LBT","69.0","","13979.0",""
"WY","0.0","","Green, Michael Allen","D","14219.0","","60638.0",""
"WY","0.0","","Munker, Leonard D.","D","12555.0","","",""
"WY","0.0","","Stock, Lewis","LBT","","","6411.0",""
"WY","0.0","","Raymond, Victor","NL","","","3415.0",""
"WY","0.0","(I)","Cubin, Barbara","R","54946.0","","141848.0",""
"WY","0.0","","Herdt, Larry Jay","R","10148.0","","",""
"WY","0.0","","Wenino, Dino","R","5515.0","","",""
"","","","","","","","",""
"","","","TOTALS:","","26164458.0","275506.0","99459594.0",""
"","","","","","Primary","Runoff","General",""
