"STATE","DISTRICT","INCUMBENT INDICATOR","NAME","PARTY","PRIMARY RESULTS","RUNOFF RESULTS","GENERAL RESULTS","COMBINED PARTIES"
"MA","3.0","","Scattered","W(D)","290.0","","",""
"MA","3.0","","Scattered","W(LBT)","11.0","","",""
"MA","3.0","","Scattered","W(R)","401.0","","",""
"MA","4.0","(I)","Frank, Barney","D","27728.0","","200638.0",""
"MA","4.0","","Euchner, David J.","LBT","124.0","","10553.0",""
"MA","4.0","","Travis, Martin D.","R","5850.0","","56553.0",""
"MA","4.0","","Scattered","W","","","136.0",""
"MA","4.0","","Scattered","W(D)","118.0","","",""
"MA","4.0","","Scattered","W(LBT)","1.0","","",""
"MA","4.0","","Scattered","W(R)","91.0","","",""
"MA","5.0","(I)","Meehan, Martin T.","D","16394.0","","199601.0",""
"MA","5.0","","Osbaldeston, Joseph F.","D","1687.0","","",""
"MA","5.0","","Tierney, Thomas P.","D","4253.0","","",""
"MA","5.0","","Scattered","W","","","4040.0",""
"MA","5.0","","Scattered","W(D)","128.0","","",""
"MA","5.0","","Scattered","W(LBT)","26.0","","",""
"MA","5.0","","Scattered","W(R)","1905.0","","",""
"MA","6.0","(I)","Tierney, John F.","D","24873.0","","205324.0",""
"MA","6.0","","Golder, Frederick T.","R","2574.0","","",""
"MA","6.0","","McCarthy, Paul","R","5417.0","","83501.0",""
"MA","6.0","","Scattered","W","","","218.0",""
"MA","6.0","","Scattered","W(D)","109.0","","",""
"MA","6.0","","Scattered","W(LBT)","3.0","","",""
"MA","6.0","","Scattered","W(R)","57.0","","",""
"MA","7.0","(I)","Markey, Edward J.","D","26785.0","","211543.0",""
"MA","7.0","","Scattered","W","","","2268.0",""
"MA","7.0","","Scattered","W(D)","222.0","","",""
"MA","7.0","","Scattered","W(LBT)","5.0","","",""
"MA","7.0","","Scattered","W(R)","425.0","","",""
"MA","8.0","(I)","Capuano, Michael E.","D","14950.0","","144031.0",""
"MA","8.0","","Scattered","W","","","1041.0",""
"MA","8.0","","Scattered","W(D)","106.0","","",""
"MA","8.0","","Scattered","W(LBT)","5.0","","",""
"MA","8.0","","Scattered","W(R)","122.0","","",""
"MA","9.0","(I)","Moakley, John Joseph","D","19334.0","","193020.0",""
"MA","9.0","","Jeghelian, Janet E.","R","3705.0","","48672.0",""
"MA","9.0","","Rosa, David A.","U","","","6998.0",""
"MA","9.0","","Scattered","W","","","66.0",""
"MA","9.0","","Scattered","W(D)","70.0","","",""
"MA","9.0","","Scattered","W(LBT)","5.0","","",""
"MA","9.0","","Scattered","W(R)","36.0","","",""
"MA","10.0","(I)","Delahunt, William D.","D","29886.0","","234675.0",""
"MA","10.0","","Bleicken, Eric V.","R","9808.0","","81192.0",""
"MA","10.0","","Scattered","W","","","697.0",""
"MA","10.0","","Scattered","W(D)","132.0","","",""
"MA","10.0","","Scattered","W(LBT)","15.0","","",""
"MA","10.0","","Scattered","W(R)","93.0","","",""
"MD","1.0","","Bozman, Bennett","D","14842.0","","91022.0",""
"MD","1.0","","Long, Donald David","D","7636.0","","",""
"MD","1.0","","Rea, John","D","10253.0","","",""
"MD","1.0","","Serabian, Michael J. Sr.","D","13640.0","","",""
"MD","1.0","(I)","Gilchrest, Wayne T.","R","49232.0","","165293.0",""
"MD","1.0","","Gross, David M.","W","","","73.0",""
"MD","1.0","","Scattered","W","","","294.0",""
"MD","2.0","","Bosley, Kenneth T.","D","21845.0","","81591.0",""
"MD","2.0","","Hornzell, Edward J.","D","3186.0","","",""
"MD","2.0","","Kuebler, Walter Thomas","D","3833.0","","",""
"MD","2.0","","Mohorovic, Jake","D","16626.0","","",""
"MD","2.0","(I)","Ehrlich, Robert L. Jr.","R","43804.0","","178556.0",""
"MD","2.0","","Scattered","W","","","285.0",""
"MD","3.0","(I)","Cardin, Benjamin L.","D","56484.0","","169347.0",""
"MD","3.0","","Harby, Colin","R","18150.0","","53827.0",""
"MD","3.0","","Pomykala, Joe","W","","","238.0",""
"MD","3.0","","Scattered","W","","","406.0",""
"MD","4.0","","Rosenthal, E. Richard","D","8217.0","","",""
"MD","4.0","(I)","Wynn, Albert R.","D","60873.0","","172624.0",""
"MD","4.0","","Kimble, John B.","R","7412.0","","24973.0",""
"MD","4.0","","Mooney, Kim E.","W","","","13.0",""
"MD","4.0","","Scattered","W","","","359.0",""
"MD","5.0","(I)","Hoyer, Steny H.","D","46599.0","","166231.0",""
"MD","5.0","","Ross, Bruce M.","D","11163.0","","",""
"MD","5.0","","Hutchins, Thomas E. ""Tim""","R","32344.0","","89019.0",""
"MD","5.0","","Scattered","W","","","125.0",""
"MD","6.0","","Carson, Walter E.","D","3868.0","","",""
"MD","6.0","","DeArmon, Donald M.","D","23089.0","","109136.0",""
"MD","6.0","","Ewald, John","D","10138.0","","",""
"MD","6.0","","McGuffin, Anthony J.","D","5686.0","","",""
"MD","6.0","(I)","Bartlett, Roscoe G.","R","57977.0","","168624.0",""
"MD","6.0","","Mayberry, Timothy R.","R","16539.0","","",""
"MD","6.0","","McCown, Tim","W","","","82.0",""
"MD","6.0","","Scattered","W","","","203.0",""
"MD","7.0","(I)","Cummings, Elijah E.","D","49068.0","","134066.0",""
"MD","7.0","","Kondner, Kenneth","R","5614.0","","19773.0",""
"MD","7.0","","Smith, Charles U.","R","1774.0","","",""
"MD","7.0","","Scattered","W","","","135.0",""
"MD","8.0","","Saunders, Brian D.","CON","","","7017.0",""
"MD","8.0","","Homayounpour, Cyrus","D","4080.0","","",""
"MD","8.0","","Kimble, K. Joyce","D","8156.0","","",""
"MD","8.0","","Lierman, Terry","D","39904.0","","136840.0",""
"MD","8.0","","Vollmer, Deborah A.","D","9025.0","","",""
"MD","8.0","","Young, Lih","D","3847.0","","",""
"MD","8.0","","Saunders, Brian D.","I","","","",""
"MD","8.0","(I)","Morella, Constance A.","R","35472.0","","156241.0",""
"MD","8.0","","Scattered","W","","","275.0",""
"MD","8.0","","Walker, Scott","W","","","19.0",""
"MD","8.0","","Young, Lih","W","","","77.0",""
"ME","1.0","(I)","Allen, Thomas H.","D","15115.0","","202823.0",""
"ME","1.0","","Amero, Jane A.","R","17362.0","","123915.0",""
"ME","1.0","","Staples, J. Frederic","U(LBT)","","","12356.0",""
"ME","2.0","(I)","Baldacci, John E.","D","16729.0","","219783.0",""
"ME","2.0","","Campbell, Richard H.","R","9491.0","","79522.0",""
"ME","2.0","","Winslow, Lynwood C.","R","5612.0","","",""
"MI","1.0","","Johnson, Sven","D","5051.0","","",""
"MI","1.0","(I)","Stupak, Bart","D","40601.0","","169649.0",""
"MI","1.0","","Loosemore, John W.","LBT","","","1757.0",""
"MI","1.0","","Conway, Wendy","NL","","","1839.0",""
"MI","1.0","","Yob, Chuck","R","40491.0","","117300.0",""
"MI","1.0","","Johnson, Sven","W","","","24.0",""
"MI","2.0","","Shrauger, Bob","D","12786.0","","96370.0",""
"MI","2.0","","Smith, Bruce A.","LBT","","","2639.0",""
"MI","2.0","","Goldberg, Susan J.","NL","","","2705.0",""
"MI","2.0","(I)","Hoekstra, Peter","R","57170.0","","186762.0",""
"MI","2.0","","Graeser, Ronald E.","UST","","","1449.0",""
"MI","3.0","","Frushour, Gregory A.","D","3877.0","","",""
"MI","3.0","","Steele, Timothy W.","D","10743.0","","91309.0",""
"MI","3.0","","Haas, Erwin J.","LBT","","","2403.0",""
"MI","3.0","","Berta, Jerry","NL","","","866.0",""
"MI","3.0","(I)","Ehlers, Vernon","R","59202.0","","179539.0",""
"MI","3.0","","Lowndes, Kenneth L.","REF","","","1053.0",""
"MI","3.0","","Grego, Tom","UST","","","1093.0",""
"MI","4.0","","Hollenbeck, Lawrence D.","D","15785.0","","78019.0",""
"MI","4.0","","Gamble, Alan","GRN","","","3790.0",""
"MI","4.0","","Whitelock, Richard","LBT","","","2112.0",""
"MI","4.0","","Goldberg, Stuart J.","NL","","","792.0",""
"MI","4.0","(I)","Camp, Dave","R","51264.0","","182128.0",""
"MI","4.0","","Emerick, John","UST","","","978.0",""
"MI","5.0","(I)","Barcia, James A.","D","43120.0","","184048.0",""
"MI","5.0","","Foster, Clint","LBT","","","3070.0",""
"MI","5.0","","Ellison, Brian D.","NL","","","1345.0",""
"MI","5.0","","Actis, Ronald G.","R","26562.0","","59274.0",""
"MI","6.0","","Bupp, James","D","6386.0","","68532.0",""
"MI","6.0","","Bradley, William","LBT","","","3573.0",""
"MI","6.0","(I)","Upton, Fred","R","45192.0","","159373.0",""
"MI","6.0","","Overton, Richard M.","REF","","","1872.0",""
"MI","6.0","","James, C. Dennis","UST","","","1290.0",""
"MI","7.0","","Crittendon, Jennie","D","8406.0","","86080.0",""
"MI","7.0","","Broda, Robert Jr.","LBT","","","2158.0",""
"MI","7.0","","Petrosoff, Gail Anne","NL","","","1159.0",""
"MI","7.0","(I)","Smith, Nick","R","37729.0","","147369.0",""
"MI","7.0","","Spencer, Perry","REF","","","2359.0",""
"MI","7.0","","Cousino, Steve","UST","","","1878.0",""
"MI","7.0","","Wunsch, Richard","W","","","7.0",""
"MI","8.0","","Byrum, Dianne","D","24195.0","","145079.0",""
"MI","8.0","","Bucqueroux, Bonnie","GRN","","","3467.0",""
"MI","8.0","","Eyster, James Parry","LBT","","","2467.0",""
"MI","8.0","","Allen, Patricia Rayfield","NL","","","715.0",""
"MI","8.0","","Rogers, Mike","R","30441.0","","145190.0",""
"MI","8.0","","Gualdoni, Francisco R.","UST","","","691.0",""
"MI","9.0","(I)","Kildee, Dale E.","D","27034.0","","158184.0",""
"MI","9.0","","Martin, Laurie M.","LBT","","","5337.0",""
"MI","9.0","","Garrett, Grant","R","11541.0","","92926.0",""
"MI","9.0","","Geisler, John W.","R","10965.0","","",""
"MI","9.0","","Iovannitti, Carlo","R","4297.0","","",""
"MI","9.0","","Haines, Terry R.","UST","","","1657.0",""
"MI","10.0","","America, Anthony","D","1708.0","","",""
"MI","10.0","(I)","Bonior, David E.","D","31835.0","","181818.0",""
"MI","10.0","","Fundaro, Mario","D","2137.0","","",""
"MI","10.0","","Friend, R.","LBT","","","4412.0",""
"MI","10.0","","Turner, Tom","R","24259.0","","93713.0",""
"MI","10.0","","Pilchak, Joseph M.","UST","","","2322.0",""
"MI","10.0","","America, Anthony","W","","","4.0",""
"MI","11.0","","Frumin, Matthew","D","21121.0","","124053.0",""
"MI","11.0","","MacDermaid, Marilyn","GRN","","","4191.0",""
"MI","11.0","","Gach, Dick","LBT","","","3371.0",""
"MI","11.0","","Hixson, Bonnie","NL","","","1228.0",""
"MI","11.0","(I)","Knollenberg, Joe","R","39798.0","","170790.0",""
"MI","11.0","","Ditzhazy, Joseph Andrew Jr.","REF","","","1425.0",""
"MI","11.0","","Malone, Daniel E.","UST","","","1244.0",""
"MI","12.0","(I)","Levin, Sander","D","25549.0","","157720.0",""
"MI","12.0","","Ness, Thomas","GRN","","","4137.0",""
"MI","12.0","","Le Cureaux, Andrew","LBT","","","3630.0",""
"MI","12.0","","Rosenberg, Fred D.","NL","","","887.0",""
"MI","12.0","","Baron, Bart","R","18154.0","","78795.0",""
"MI","13.0","(I)","Rivers, Lynn Nancy","D","24469.0","","160084.0",""
"MI","13.0","","Corliss, Karin R.","LBT","","","4578.0",""
"MI","13.0","","Arndt, David","NL","","","1304.0",""
"MI","13.0","","Berry, Carl F.","R","13363.0","","79445.0",""
"MI","13.0","","Dunn, Harold H.","UST","","","2110.0",""
"MI","14.0","(I)","Conyers, John Jr.","D","48014.0","","168982.0",""
"MI","14.0","","Catalfio, Constance J.","LBT","","","2113.0",""
"MI","14.0","","Miller, Richard R.","NL","","","1030.0",""
"MI","14.0","","Ashe, William A.","R","3538.0","","17582.0",""
"MI","15.0","(I)","Kilpatrick, Carolyn Cheeks","D","40993.0","","140609.0",""
"MI","15.0","","Warner, Raymond H.","LBT","","","1690.0",""
"MI","15.0","","Smith, Gregory Frank","NL","","","714.0",""
"MI","15.0","","Boyd-Fields, Chrysanthea D.","R","2336.0","","14336.0",""
"MI","15.0","","Thomas, Robert L.","UST","","","1402.0",""
"MI","16.0","(I)","Dingell, John D.","D","35574.0","","167142.0",""
"MI","16.0","","Hlavac, Edward Andrew","LBT","","","2814.0",""
"MI","16.0","","Hamze, N. Fouad","NL","","","938.0",""
"MI","16.0","","Morse, William","R","11908.0","","62469.0",""
"MI","16.0","","Larkin, Ken","UST","","","2154.0",""
"MN","1.0","","Rieder, Mary","DFL","31244.0","","117946.0",""
"MN","1.0","","Osness, Rich","LBT","","","5440.0",""
"MN","1.0","(I)","Gutknecht, Gil","R","17824.0","","159835.0",""
"MN","2.0","","Burda, Dennis A.","CON","170.0","","1337.0",""
"MN","2.0","(I)","Minge, David","DFL","30089.0","","138802.0",""
"MN","2.0","","Bentz, Stan","IDP","263.0","","",""
"MN","2.0","","Brekke, Gerald W.","IDP","292.0","","7875.0",""
"MN","2.0","","Helwig, Ron","LBT","","","1929.0",""
"MN","2.0","","Kennedy, Mark","R","13779.0","","138957.0",""
"MN","2.0","","Wagner, Joe","R","3598.0","","",""
"MN","3.0","","Niska, Arne","CON","111.0","","2970.0",""
"MN","3.0","","Shuff, Sue","DFL","29841.0","","98219.0",""
"MN","3.0","","Stanton, Darryl Tyree","DFL","10197.0","","",""
"MN","3.0","","Odden, Bob","LBT","","","5302.0",""
"MN","3.0","(I)","Ramstad, Jim","R","13995.0","","222571.0",""
"MN","4.0","","Skrivanek, Nicholas","CON","114.0","","1285.0",""
"MN","4.0","","Coleman, Chris","DFL","13555.0","","",""
"MN","4.0","","Hartnett, Cathie","DFL","5454.0","","",""
"MN","4.0","","McCollum, Betty","DFL","35911.0","","130403.0",""
"MN","4.0","","Novak, Steven G.","DFL","16332.0","","",""
"MN","4.0","","Ellison, Pam (Pamela Joy)","IDP","434.0","","",""
"MN","4.0","","Foley, Tom","IDP","750.0","","55899.0",""
"MN","4.0","","Reagan, Patricia","R","1713.0","","",""
"MN","4.0","","Runbeck, Linda","R","10722.0","","83852.0",""
"MN","5.0","","Lavoi, Renee","CON","128.0","","4522.0",""
"MN","5.0","(I)","Sabo, Martin Olav","DFL","55879.0","","176629.0",""
"MN","5.0","","Tomich, Rob","IDP","698.0","","11323.0",""
"MN","5.0","","Charnstrom, Chuck P.","LBT","","","4480.0",""
"MN","5.0","","Flynn, Chris","R","2815.0","","",""
"MN","5.0","","Taylor, Frank","R","4837.0","","58191.0",""
"MN","6.0","","Hubbard, Ralph A.","CON","242.0","","8584.0",""
"MN","6.0","(I)","Luther, Bill","DFL","45378.0","","176340.0",""
"MN","6.0","","Kline, John","R","19029.0","","170900.0",""
"MN","7.0","","Sivertson, Owen","CON","141.0","","5550.0",""
"MN","7.0","(I)","Peterson, Collin C.","DFL","33948.0","","185771.0",""
"MN","7.0","","Edin, Aleta","R","5433.0","","",""
"MN","7.0","","Menze, Glen","R","10258.0","","79175.0",""
"MN","8.0","(I)","Oberstar, James L.","DFL","64189.0","","210094.0",""
"MN","8.0","","Darling, Mike","I","","","19667.0",""
"MN","8.0","","Lemen, Bob","R","7197.0","","79890.0",""
"MN","8.0","","Nelson, Warren L.","R","7179.0","","",""
"MO","1.0","","Bailey, Steven G.","D","1144.0","","",""
"MO","1.0","","Clay, William Lacy","D","34398.0","","149173.0",""
"MO","1.0","","Dooley, Charlie","D","15612.0","","",""
"MO","1.0","","Haas, Bill (William C.)","D","1602.0","","",""
"MO","1.0","","Mondrak, Joe","D","504.0","","",""
"MO","1.0","","Vickers, Eric Erfan","D","3543.0","","",""
"MO","1.0","","Reddick, Brenda (Ziah)","GRN","","","3099.0",""
"MO","1.0","","Millay, Tamara A.","LBT","78.0","","2253.0",""
"MO","1.0","","Billingsly, Z. Dwight","R","5399.0","","42730.0",""
"MO","1.0","","Soluade, Richmond A.","R","2308.0","","",""
"MO","1.0","","Penningroth, Robert","REF","29.0","","1092.0",""
"MO","2.0","","House, Ted","D","20964.0","","126441.0",""
"MO","2.0","","Odell, Mike","GRN","","","2907.0",""
"MO","2.0","","Higgins, James","LBT","169.0","","2524.0",""
"MO","2.0","","Akin, Todd","R","14911.0","","164926.0",""
"MO","2.0","","Cooper, Barbara (Barb)","R","10538.0","","",""
"MO","2.0","","Flotron, Francis E. (Franc) Jr.","R","12362.0","","",""
"MO","2.0","","Jackson, Jack","R","4955.0","","",""
"MO","2.0","","McNary, Gene","R","14855.0","","",""
"MO","2.0","","Gimpelson, Richard J.","REF","60.0","","1264.0",""
"MO","3.0","(I)","Gephardt, Richard A. (Dick)","D","40111.0","","147222.0",""
"MO","3.0","","Maroney, Mary","GRN","","","3266.0",""
"MO","3.0","","Christen-Mitchell, Jeff","LBT","63.0","","",""
"MO","3.0","","Crist, Michael H.","LBT","105.0","","2245.0",""
"MO","3.0","","Federer, Bill","R","24387.0","","100967.0",""
"MO","3.0","","Simpson, George","R","3052.0","","",""
"MO","3.0","","Windisch, Anthony (Tony) J.","REF","78.0","","839.0",""
"MO","4.0","(I)","Skelton, Ike","D","48531.0","","180634.0",""
"MO","4.0","","Knapp, Thomas L.","LBT","160.0","","2878.0",""
"MO","4.0","","Brown, Bob","R","17516.0","","",""
"MO","4.0","","Noland, Jim","R","29172.0","","84406.0",""
"MO","4.0","","Rinehart, James Edward","REF","102.0","","1971.0",""
"MO","5.0","","Lindsey, Charles","D","6013.0","","",""
"MO","5.0","(I)","McCarthy, Karen","D","35071.0","","159826.0",""
"MO","5.0","","Reitz, Charles","GRN","","","2548.0",""
"MO","5.0","","Newberry, Alan","LBT","366.0","","2350.0",""
"MO","5.0","","Gordon, Steve","R","7906.0","","66439.0",""
"MO","5.0","","Southworth, Chet","R","3694.0","","",""
"MO","5.0","","Wright, Walter","R","5677.0","","",""
"MO","5.0","","Carriger, Dennis M.","REF","149.0","","974.0",""
"MO","6.0","","Cox, Ida","D","6151.0","","",""
"MO","6.0","","Danner, Steve","D","32037.0","","127792.0",""
"MO","6.0","","Mann, Tom","D","10056.0","","",""
"MO","6.0","","Reeves, Sandra Lee","D","9084.0","","",""
"MO","6.0","","Dykes, Jimmy","LBT","259.0","","3696.0",""
"MO","6.0","","Richey, Marie","NL","","","2788.0",""
"MO","6.0","","Bailey, Jeff","R","4575.0","","",""
"MO","6.0","","Dady, John","R","1122.0","","",""
"MO","6.0","","DeSelms, Jack C.","R","901.0","","",""
"MO","6.0","","Graves, Samuel B. (Sam) Jr.","R","30014.0","","138925.0",""
"MO","6.0","","Loar, Teresa Anne","R","7493.0","","",""
"MO","7.0","","Christrup, Charles","D","14196.0","","65510.0",""
"MO","7.0","","Burlison, Doug","LBT","143.0","","2965.0",""
"MO","7.0","","Harris, Sharalyn","NL","","","2169.0",""
"MO","7.0","(I)","Blunt, Roy","R","62711.0","","202305.0",""
"MO","7.0","","Harman, Mike","R","9856.0","","",""
"MO","7.0","","Lapham, Ron","REF","52.0","","988.0",""
"MO","8.0","","Camp, Bob","D","29990.0","","67760.0",""
"MO","8.0","","Durnell, Earl","D","22531.0","","",""
"MO","8.0","","Sager, Tom","GRN","","","1739.0",""
"MO","8.0","","Hendricks, John B. Jr.","LBT","129.0","","2328.0",""
"MO","8.0","(I)","Emerson, Jo Ann","R","36957.0","","162239.0",""
"MO","9.0","","Carroll, Steven R.","D","37465.0","","111662.0",""
"MO","9.0","","Glawson, Michael Charles","D","10231.0","","",""
"MO","9.0","","Terry, Joe Cefius","D","6618.0","","",""
"MO","9.0","","Scherubel, Devin M.","GRN","","","2388.0",""
"MO","9.0","","Hoffman, Robert","LBT","213.0","","3608.0",""
"MO","9.0","(I)","Hulshof, Kenny","R","34649.0","","172787.0",""
"MO","9.0","","Dotson, Steven D.","REF","58.0","","1165.0",""
"MS","1.0","","Grist, Joe T. (Joey) Jr.","D","10662.0","","59763.0",""
"MS","1.0","","Lawrence, Chris","LBT","","","3310.0",""
"MS","1.0","(I)","Wicker, Roger F.","R","16224.0","","145967.0",""
"MS","2.0","(I)","Thompson, Bennie G.","D","21177.0","","112777.0",""
"MS","2.0","","Chipman, William G. (Will)","LBT","","","4305.0",""
"MS","2.0","","Brown, Robert C.","R","4632.0","","",""
"MS","2.0","","Caraway, Hardy","R","5135.0","","54090.0",""
"MS","2.0","","Dilworth, Lee F.","REF","","","2135.0",""
"MS","3.0","","Thrash, William","D","10213.0","","54151.0",""
"MS","3.0","","Golden, Jonathan","LBT","","","2313.0",""
"MS","3.0","(I)","Pickering, Charles W. ""Chip""","R","28753.0","","153899.0",""
"MS","4.0","(I)","Shows, Ronnie","D","21665.0","","115732.0",""
"MS","4.0","","Hopkins, Ernie John","LBT","","","2580.0",""
"MS","4.0","","Lampton, Dunn","R","16929.0","","79218.0",""
"MS","4.0","","Yoste, Geoffrey","R","10690.0","","",""
"MS","4.0","","Pharr, Betty","REF","","","1504.0",""
"MS","5.0","(I)","Taylor, Gene","D","11496.0","","153264.0",""
"MS","5.0","","Parker, Wayne L.","LBT","","","3002.0",""
"MS","5.0","","McDonnell, Randy","R","9429.0","2668.0","35309.0",""
"MS","5.0","","Mertz, Dr. Karl Cleveland","R","5574.0","","",""
"MS","5.0","","Owens, Nicholas N.","R","5858.0","2379.0","",""
"MS","5.0","","Perrone, Katie","REF","","","2820.0",""
"MT","1.0","","Keenan, Nancy","D","86114.0","","189971.0",""
"MT","1.0","","Tikalsky, James J.","LBT","Unopposed","","9132.0",""
"MT","1.0","","Rehberg, Dennis","R","98646.0","","211418.0",""
"MT","1.0","","Ferren, Glen","W","","","2.0",""
"NC","1.0","(I)","Clayton, Eva M.","D","Unopposed","","124171.0",""
"NC","1.0","","Delaney, Christopher Sean","LBT","Unopposed","","2799.0",""
"NC","1.0","","Kratzer, Duane E. Jr.","R","3371.0","","62198.0",""
"NC","1.0","","Wiley, Albert L. Jr.","R","3096.0","","",""
"NC","2.0","(I)","Etheridge, Bob","D","Unopposed","","146733.0",""
"NC","2.0","","Jackson, Mark Daniel","LBT","Unopposed","","2094.0",""
"NC","2.0","","Haynes, Doug","R","14124.0","","103011.0",""
"NC","2.0","","Heimbach, Dan","R","8591.0","","",""
"NC","3.0","","McNairy, Leigh Harvey","D","Unopposed","","74058.0",""
"NC","3.0","","Russell, David F.","LBT","Unopposed","","2457.0",""
"NC","3.0","(I)","Jones, Walter B.","R","Unopposed","","121940.0",""
"NC","4.0","(I)","Price, David","D","56886.0","","200885.0",""
"NC","4.0","","Winters, John W. Jr.","D","6919.0","","",""
"NC","4.0","","Towey, C. Brian","LBT","Unopposed","","5573.0",""
"NC","4.0","","Ward, Jess","R","Unopposed","","119412.0",""
"NC","5.0","","LeBoeuf, Steven Francis","LBT","Unopposed","","13366.0",""
"NC","5.0","(I)","Burr, Richard M.","R","Unopposed","","172489.0",""
"NC","6.0","","Bentley, Jeffrey Dean","LBT","Unopposed","","18726.0",""
"NC","6.0","(I)","Coble, Howard","R","Unopposed","","195727.0",""
"NC","6.0","","Gay, Gene","W","","","632.0",""
"NC","7.0","","Crow, Randy","D","4440.0","","",""
"NC","7.0","(I)","McIntyre, Mike","D","63520.0","","160185.0",""
"NC","7.0","","Burns, Bob","LBT","Unopposed","","3018.0",""
"NC","7.0","","Adams, James R.","R","12554.0","","66463.0",""
"NC","7.0","","Knupp, Howard T.","R","5794.0","","",""
"NC","8.0","","Taylor, Mike","D","Unopposed","","89505.0",""
"NC","8.0","","Schwartz, Jack","LBT","Unopposed","","2009.0",""
"NC","8.0","(I)","Hayes, Robert C. (Robin)","R","Unopposed","","111950.0",""
"NC","9.0","","Clement, Jeri","D","5661.0","","",""
"NC","9.0","","Gay, Gene","D","5632.0","","",""
"NC","9.0","","McGuire, Ed","D","10443.0","","79382.0",""
"NC","9.0","","Cole, Christopher S.","LBT","Unopposed","","2459.0",""
"NC","9.0","(I)","Myrick, Sue","R","Unopposed","","181161.0",""
"NC","9.0","","Cahaney, James M.","REF","","","1218.0",""
"NC","10.0","","Parker, Delmas","D","Unopposed","","70877.0",""
"NC","10.0","","Eddins, Deborah Garrett","LBT","Unopposed","","5599.0",""
"NC","10.0","(I)","Ballenger, T. Cass","R","Unopposed","","164182.0",""
"NC","11.0","","Neill, Sam","D","Unopposed","","112234.0",""
"NC","11.0","","Williams, Charles Barry","LBT","Unopposed","","7466.0",""
"NC","11.0","(I)","Taylor, Charles H.","R","Unopposed","","146677.0",""
"NC","12.0","(I)","Watt, Mel","D","Unopposed","","135570.0",""
"NC","12.0","","Lyon, Anna","LBT","Unopposed","","3978.0",""
"NC","12.0","","Cosgrove, John","R","4629.0","","",""
"NC","12.0","","Mitchell, Chad","R","4734.0","","69596.0",""
"NC","12.0","","Plyler, Leonard D.","R","2195.0","","",""
"ND","0.0","(I)","Pomeroy, Earl","DNL","35701.0","","151173.0",""
"ND","0.0","","Loughead, Kenneth R.","I","","","2481.0",""
"ND","0.0","","Shelver, Jan","I","","","4731.0",""
"ND","0.0","","Dorso, John","R","36381.0","","127251.0",""
"ND","0.0","","Brandenburg, Dana Paul","W","","","22.0",""
"ND","1.0","","Brandenburg, Dana Paul","REF","140.0","","",""
"NE","1.0","","Write-In","(N)NL","3.0","","",""
"NE","1.0","","Jacobsen, Alan","D","25278.0","","72859.0",""
"NE","1.0","","Write-In","D","239.0","","",""
"NE","1.0","","Oenbring, David","LBT","33.0","","6147.0",""
"NE","1.0","","Jacobsen, Alan","N(D)","662.0","","",""
"NE","1.0","","Write-In","N(D)","17.0","","",""
"NE","1.0","","Oenbring, David","N(LBT)","44.0","","",""
"NE","1.0","","Write-In","N(LBT)","1.0","","",""
"NE","1.0","","Bereuter, Doug","N(R)","1230.0","","",""
"NE","1.0","","Write-In","N(R)","53.0","","",""
"NE","1.0","","Write-In","NL","1.0","","",""
"NE","1.0","(I)","Bereuter, Doug","R","49135.0","","155485.0",""
"NE","1.0","","Write-In","R","463.0","","",""
"NE","1.0","","Scattered","W","","","207.0",""
"NE","2.0","","Write-In","(N)NL","1.0","","",""
"NE","2.0","","Johnson, Allen C.","D","13064.0","","",""
"NE","2.0","","Kiel, Shelley","D","28963.0","","70268.0",""
"NE","2.0","","Write-In","D","241.0","","",""
"NE","2.0","","Graziano, John J.","LBT","93.0","","6856.0",""
"NE","2.0","","Write-In","LBT","6.0","","",""
"NE","2.0","","Johnson, Allen C.","N(D)","660.0","","",""
"NE","2.0","","Kiel, Shelley","N(D)","1615.0","","",""
"NE","2.0","","Write-In","N(D)","18.0","","",""
"NE","2.0","","Graziano, John J.","N(LBT)","25.0","","",""
"NE","2.0","","Write-In","N(LBT)","0.0","","",""
"NE","2.0","","Terry, Lee","N(R)","2861.0","","",""
"NE","2.0","","Write-In","N(R)","114.0","","",""
"NE","2.0","","Write-In","NL","0.0","","",""
"NE","2.0","(I)","Terry, Lee","R","52835.0","","148911.0",""
"NE","2.0","","Write-In","R","644.0","","",""
"NE","2.0","","Scattered","W","","","245.0",""
"NE","3.0","","Write-In","(N)NL","4.0","","",""
"NE","3.0","","Reynolds, Roland E.","D","23220.0","","34944.0",""
"NE","3.0","","Write-In","D","217.0","","",""
"NE","3.0","","Hickman, Jerry","LBT","22.0","","4909.0",""
"NE","3.0","","Write-In","LBT","2.0","","",""
"NE","3.0","","Reynolds, Roland E.","N(D)","144.0","","",""
"NE","3.0","","Write-In","N(D)","1.0","","",""
"NE","3.0","","Hickman, Jerry","N(LBT)","15.0","","",""
"NE","3.0","","Write-In","N(LBT)","3.0","","",""
"NE","3.0","","Gale, John A.","N(R)","136.0","","",""
"NE","3.0","","Osborne, Tom","N(R)","320.0","","",""
"NE","3.0","","Wilmot, Kathy","N(R)","109.0","","",""
"NE","3.0","","Write-In","N(R)","0.0","","",""
"NE","3.0","","Write-In","NL","0.0","","",""
"NE","3.0","","Gale, John A.","R","12417.0","","",""
"NE","3.0","","Osborne, Tom","R","52118.0","","182117.0",""
