"1.0","STATE ABBREVIATION","STATE","DISTRICT","FEC ID#","(I)","CANDIDATE NAME (First)","CANDIDATE NAME (Last)","CANDIDATE NAME","TOTAL VOTES","PARTY","PRIMARY VOTES","PRIMARY %","RUNOFF VOTES","RUNOFF %","GENERAL ","GENERAL %","GE RUNOFF ELECTION VOTES (LA)","GE RUNOFF ELECTION % (LA)","COMBINED GE PARTY TOTALS (CT, NY, SC)","COMBINED % (CT, NY, SC)","GE WINNER INDICATOR","FOOTNOTES"
"190.0","CA","California","04","H4CA04110","","Jeffrey D.","Gerlach","Gerlach, Jeffrey D.","","NOP","30300.0","0.21019187813033283","","","","","","","","","",""
"191.0","CA","California","04","n/a","","","","","District Votes:","","144154.0","","","","211134.0","","","","","","",""
"192.0","CA","California","05","H8CA01109","(I)","Mike","Thompson","Thompson, Mike","","D","88709.0","0.8043978962640551","","","129613.0","0.7573153060509034","","","","","W",""
"193.0","CA","California","05","H4CA05257","","James","Hinton","Hinton, James","","NOP","12292.0","0.11146173376858905","","","41535.0","0.2426846939490967","","","","","",""
"194.0","CA","California","05","H4CA11099","","Douglas S.","Van Raam","Van Raam, Douglas S.","","NOP","9279.0","0.08414036996735583","","","","","","","","","",""
"195.0","CA","California","05","n/a","","","","","District Votes:","","110280.0","","","","171148.0","","","","","","",""
"196.0","CA","California","06","H6CA05195","(I)","Doris","Matsui","Matsui, Doris","","D","62640.0","0.7360319605193585","","","97008.0","0.7268912600407625","","","","","W",""
"197.0","CA","California","06","H2CA06291","","Joseph, Sr.","McCray","McCray, Joseph, Sr.","","R","22465.0","0.26396803948064157","","","36448.0","0.2731087399592375","","","","","",""
"198.0","CA","California","06","n/a","","","","","District Votes:","","85105.0","","","","133456.0","","","","","","",""
"199.0","CA","California","07","H0CA03078","(I)","Ami","Bera","Bera, Ami","","D","51878.0","0.46720942380086095","","","92521.0","0.5039626988839079","","","","","W",""
"200.0","CA","California","07","H8CA03105","","Doug","Ose","Ose, Doug","","R","29307.0","0.26393667032907653","","","91066.0","0.4960373011160921","","","","","",""
"201.0","CA","California","07","H4CA07055","","Igor","Birman","Birman, Igor","","R","19431.0","0.1749941461481655","","","","","","","","","",""
"202.0","CA","California","07","H0CA11352","","Elizabeth","Emken","Emken, Elizabeth","","R","7924.0","0.07136295682559124","","","","","","","","","",""
"203.0","CA","California","07","H8CA05134","","Douglas Arthur","Tuma","Tuma, Douglas Arthur","","LIB","1629.0","0.014670653289864732","","","","","","","","","",""
"204.0","CA","California","07","H4CA07063","","Phill A.","Tufi","Tufi, Phill A.","","NOP","869.0","0.007826149606441039","","","","","","","","","",""
"205.0","CA","California","07","n/a","","","","","District Votes:","","111038.0","","","","183587.0","","","","","","",""
"206.0","CA","California","08","H2CA08164","(I)","Paul","Cook","Cook, Paul","","R","40007.0","0.5809988527280384","","","77480.0","0.6764685339107355","","","","","W",""
"207.0","CA","California","08","H6CA40234","","Bob","Conaway","Conaway, Bob","","D","12885.0","0.18712150917091447","","","37056.0","0.32353146608926453","","","","","",""
"208.0","CA","California","08","H4CA08103","","Paul","Hannosh","Hannosh, Paul","","R","9037.0","0.13123919894276712","","","","","","","","","",""
"209.0","CA","California","08","H4CA08129","","Odessia D.","Lee","Lee, Odessia D.","","D","6930.0","0.10064043915827996","","","","","","","","","",""
"210.0","CA","California","08","n/a","","","","","District Votes:","","68859.0","","","","114536.0","","","","","","",""
"211.0","CA","California","09","H4CA11081","(I)","Jerry","McNerney","McNerney, Jerry","","D","38295.0","0.49380407731686243","","","63475.0","0.5237038381571565","","","","","W",""
"212.0","CA","California","09","H0CA11337","","Antonio C. ""Tony""","Amador","Amador, Antonio C. ""Tony""","","R","20424.0","0.2633621745689933","","","57729.0","0.47629616184284346","","","","","",""
"213.0","CA","California","09","H4CA09069","","Steve Anthony","Colangelo","Colangelo, Steve Anthony","","R","14195.0","0.1830408376423257","","","","","","","","","",""
"214.0","CA","California","09","H4CA09077","","Karen ""Mathews""","Davis","Davis, Karen ""Mathews""","","R","4637.0","0.05979291047181855","","","","","","","","","",""
"215.0","CA","California","09","n/a","","","","","District Votes:","","77551.0","","","","121204.0","","","","","","",""
"216.0","CA","California","10.0","H0CA19173","(I)","Jeff","Denham","Denham, Jeff","","R","44237.0","0.589449419038482","","","70582.0","0.5614892009068851","","","","","W",""
"217.0","CA","California","10.0","H4CA10075","","Michael","Eggman","Eggman, Michael","","D","19804.0","0.2638844472870696","","","55123.0","0.43851079909311486","","","","","",""
"218.0","CA","California","10.0","H2CA00096","","Michael J. ""Mike""","Barkley","Barkley, Michael J. ""Mike""","","D","11005.0","0.14663948406353267","","","","","","","","","",""
"219.0","CA","California","10 ","H0CA11360","","David Paul","Christensen","Christensen, David Paul","","W(NOP)","2.0","2.664961091568063e-05","","","","","","","","","",""
"220.0","CA","California","10","n/a","","","","","District Votes:","","75048.0","","","","125705.0","","","","","","",""
"221.0","CA","California","11.0","H0CA10073","","Mark","Desaulnier","Desaulnier, Mark","","D","59605.0","0.5880060768684398","","","117502.0","0.6727393479978473","","","","","W",""
"222.0","CA","California","11.0","H4CA11107","","Tue","Phan","Phan, Tue","","R","28242.0","0.2786086338884066","","","57160.0","0.3272606520021527","","","","","",""
"223.0","CA","California","11.0","H2CA11168","","Cheryl","Sudduth","Sudduth, Cheryl","","D","4913.0","0.04846697182542814","","","","","","","","","",""
"224.0","CA","California","11.0","H4CA11115","","Tony","Daysog","Daysog, Tony","","D","3482.0","0.034350090758424746","","","","","","","","","",""
"225.0","CA","California","11.0","H4CA11131","","Jason","Ramey","Ramey, Jason","","NOP","2673.0","0.02636926840817615","","","","","","","","","",""
"226.0","CA","California","11.0","H4CA11123","","Ki","Ingersol","Ingersol, Ki","","D","2313.0","0.022817851787546365","","","","","","","","","",""
"227.0","CA","California","11","H8CA07031","","Virginia","Fuller","Fuller, Virginia","","W(AIP)","140.0","0.0013811064635782496","","","","","","","","","",""
"228.0","CA","California","11","n/a","","","","","District Votes:","","101368.0","","","","174662.0","","","","","","",""
"229.0","CA","California","12.0","H8CA05035","(I)","Nancy","Pelosi","Pelosi, Nancy","","D","79816.0","0.73605193751268","","","160067.0","0.8325375525319353","","","","","W",""
"230.0","CA","California","12.0","H0CA08069","","John","Dennis","Dennis, John","","R","12922.0","0.119164868404065","","","32197.0","0.16746244746806474","","","","","",""
"231.0","CA","California","12.0","H4CA12089","","Barry","Hermanson","Hermanson, Barry","","GRE","6156.0","0.05676976705582914","","","","","","","","","",""
"232.0","CA","California","12.0","H0CA10172","","David","Peterson","Peterson, David","","D","3774.0","0.03480329773695568","","","","","","","","","",""
"233.0","CA","California","12.0","H4CA12113","","Frank","Lara","Lara, Frank","","PAF","2107.0","0.019430457957542557","","","","","","","","","",""
"234.0","CA","California","12.0","H4CA12139","","Michael","Steger","Steger, Michael","","D","1514.0","0.013961895276563566","","","","","","","","","",""
"235.0","CA","California","12.0","H4CA12121","","A. J. ""Desmond""","Thorsson","Thorsson, A. J. ""Desmond""","","NOP","1270.0","0.011711761559600877","","","","","","","","","",""
"236.0","CA","California","12.0","H4CA12147","","Jim","Welles","Welles, Jim","","NOP","879.0","0.008106014496763127","","","","","","","","","",""
"237.0","CA","California","12","n/a","","","","","District Votes:","","108438.0","","","","192264.0","","","","","","",""
"238.0","CA","California","13.0","H8CA09060","(I)","Barbara","Lee","Lee, Barbara","","D","77461.0","0.825933508199518","","","168491.0","0.8847876658737286","","","","","W",""
"239.0","CA","California","13.0","H4CA13087","","Dakin","Sundeen","Sundeen, Dakin","","R","9533.0","0.10164630115369032","","","21940.0","0.11521233412627145","","","","","",""
"240.0","CA","California","13.0","H0CA13093","","Justin","Jelincic","Jelincic, Justin","","D","4602.0","0.04906915744354168","","","","","","","","","",""
"241.0","CA","California","13.0","H0CA09091","","Lawrence N.","Allen","Allen, Lawrence N.","","PAF","2190.0","0.023351033203249952","","","","","","","","","",""
"242.0","CA","California","13","n/a","","","","","District Votes:","","93786.0","","","","190431.0","","","","","","",""
"243.0","CA","California","14.0","H8CA12171","(I)","Jackie","Speier","Speier, Jackie","","D","66800.0","0.7742055121578081","","","114389.0","0.7669598916497928","","","","","W",""
"244.0","CA","California","14.0","H4CA18060","","Robin","Chew","Chew, Robin","","R","19482.0","0.2257944878421919","","","34757.0","0.2330401083502072","","","","","",""
"245.0","CA","California","14","n/a","","","","","District Votes:","","86282.0","","","","149146.0","","","","","","",""
"246.0","CA","California","15.0","H2CA15094","(I)","Eric","Swalwell","Swalwell, Eric","","D","42419.0","0.4907050725895078","","","99756.0","0.6980532657831022","","","","","W",""
"247.0","CA","California","15.0","H4CA15066","","Hugh","Bussell","Bussell, Hugh","","R","22228.0","0.25713459425067964","","","43150.0","0.3019467342168978","","","","","",""
"248.0","CA","California","15.0","H2CA15086","","Ellen M.","Corbett","Corbett, Ellen M.","","D","21798.0","0.2521603331598126","","","","","","","","","",""
"249.0","CA","California","15","n/a","","","","","District Votes:","","86445.0","","","","142906.0","","","","","","",""
"250.0","CA","California","16.0","H4CA20082","(I)","Jim","Costa","Costa, Jim","","D","25586.0","0.44291723648449804","","","46277.0","0.5073119929839948","","","","","W",""
"251.0","CA","California","16.0","H2CA16100","","Johnny","Tacherra","Tacherra, Johnny","","R","12542.0","0.21711357695570135","","","44943.0","0.49268800701600524","","","","","",""
"252.0","CA","California","16","H4CA16148","","Steve","Crass","Crass, Steve","","R","8877.0","0.15366904980352103","","","","","","","","","",""
"253.0","CA","California","16.0","H4CA16122","","Mel","Levey","Levey, Mel","","R","4565.0","0.07902435646649471","","","","","","","","","",""
"254.0","CA","California","16.0","H4CA16106","","Joanna","Garcia-Botelho","Garcia-Botelho, Joanna","","R","3827.0","0.0662488964287569","","","","","","","","","",""
"255.0","CA","California","16.0","H4CA16130","","Job","Melton","Melton, Job","","D","2370.0","0.04102688386102792","","","","","","","","","",""
"256.0","CA","California","16","n/a","","","","","District Votes:","","57767.0","","","","91220.0","","","","","","",""
"257.0","CA","California","17.0","H0CA15148","(I)","Mike","Honda","Honda, Mike","","D","43607.0","0.4818240077786617","","","69561.0","0.5175361585619903","","","","","W",""
"258.0","CA","California","17.0","H4CA12055","","Ro","Khanna","Khanna, Ro","","D","25384.0","0.280473791213648","","","64847.0","0.48246384143800963","","","","","",""
"259.0","CA","California","17.0","H4CA17294","","Vanila","Singh","Singh, Vanila","","R","15359.0","0.16970520639971715","","","","","","","","","",""
"260.0","CA","California","17.0","H4CA17302","","Joel","VanLandingham","VanLandingham, Joel","","R","6154.0","0.06799699460797312","","","","","","","","","",""
"261.0","CA","California","17","n/a","","","","","District Votes:","","90504.0","","","","134408.0","","","","","","",""
"262.0","CA","California","18.0","H8CA12098","(I)","Anna G.","Eshoo","Eshoo, Anna G.","","D","81295.0","0.676106121091151","","","133060.0","0.6775432057274958","","","","","W",""
"263.0","CA","California","18.0","H4CA18094","","Richard B.","Fox","Fox, Richard B.","","R","27111.0","0.2254740518962076","","","63326.0","0.3224567942725042","","","","","",""
"264.0","CA","California","18.0","H4CA18086","","Bruce","Anderson","Anderson, Bruce","","R","9644.0","0.08020625415834996","","","","","","","","","",""
"265.0","CA","California","18.0","H4CA18102","","Oscar Alejandro","Braun","Braun, Oscar Alejandro","","R","2190.0","0.018213572854291416","","","","","","","","","",""
"266.0","CA","California","18","n/a","","","","","District Votes:","","120240.0","","","","196386.0","","","","","","",""
"267.0","CA","California","19.0","H4CA16049","(I)","Zoe","Lofgren","Lofgren, Zoe","","D","63845.0","0.7602676923443323","","","85888.0","0.6721131874667418","","","","","W",""
"268.0","CA","California","19.0","H2CA19112","","Robert","Murray","Murray, Robert","","D","20132.0","0.23973230765566764","","","41900.0","0.3278868125332582","","","","","",""
"269.0","CA","California","19","n/a","","","","","District Votes:","","83977.0","","","","127788.0","","","","","","",""
"270.0","CA","California","20.0","H4CA17021","(I)","Sam","Farr","Farr, Sam","","D","67528.0","0.7381884168871204","","","106034.0","0.7517795865120105","","","","","W",""
"271.0","CA","California","20.0","H0CA17185","","Ronald Paul","Kabat","Kabat, Ronald Paul","","NOP","23950.0","0.2618115831128796","","","35010.0","0.24822041348798957","","","","","",""
"272.0","CA","California","20","n/a","","","","","District Votes:","","91478.0","","","","141044.0","","","","","","",""
"273.0","CA","California","21.0","H2CA20094","(I)","David","Valadao","Valadao, David","","R","28773.0","0.6297852780878587","","","45907.0","0.5783413331317636","","","","","W",""
"274.0","CA","California","21.0","H4CA21072","","Amanda","Renteria","Renteria, Amanda","","D","11682.0","0.25569636877010965","","","33470.0","0.4216586668682364","","","","","",""
"275.0","CA","California","21.0","H0CA19082","","John S.","Hernandez","Hernandez, John S.","","D","5232.0","0.11451835314203165","","","","","","","","","",""
"276.0","CA","California","21","n/a","","","","","District Votes:","","45687.0","","","","79377.0","","","","","","",""
"277.0","CA","California","22.0","H8CA20059","(I)","Devin G.","Nunes","Nunes, Devin G.","","R","60499.0","0.6790011223344556","","","96053.0","0.7203506772059816","","","","","W",""
"278.0","CA","California","22.0","H4CA22104","","Suzanna ""Sam""","Augilera-Marrero","Augilera-Marrero, Suzanna ""Sam""","","D","22198.0","0.2491358024691358","","","37289.0","0.2796493227940184","","","","","",""
"279.0","CA","California","22.0","H4CA22112","","John P.","Catano","Catano, John P.","","R","6403.0","0.07186307519640853","","","","","","","","","",""
"280.0","CA","California","22","n/a","","","","","District Votes:","","89100.0","","","","133342.0","","","","","","",""
"281.0","CA","California","23.0","H6CA22125","(I)","Kevin","McCarthy","McCarthy, Kevin","","R","58334.0","0.9908783611625418","","","100317.0","0.7483941720194266","","","","","W",""
"282.0","CA","California","23","H4CA23151","","Raul","Garcia","Garcia, Raul","","D","313.0","0.0053167094155016905","","","33726.0","0.2516058279805734","","","","","",""
"283.0","CA","California","23","H4CA23169","","Mike","Biglay","Biglay, Mike","","W(R)","157.0","0.0026668478537819978","","","","","","","","","",""
"284.0","CA","California","23","H4CA23177","","Ronald L.","Porter","Porter, Ronald L.","","W(NOP)","36.0","0.0006115065142430059","","","","","","","","","",""
"285.0","CA","California","23","H4CA33036","","Gail K.","Lightfoot","Lightfoot, Gail K.","","W(LIB)","31.0","0.0005265750539314773","","","","","","","","","",""
"286.0","CA","California","23","n/a","","","","","District Votes:","","58871.0","","","","134043.0","","","","","","",""
"287.0","CA","California","24.0","H8CA22089","(I)","Lois","Capps","Capps, Lois","","D","58198.0","0.4367153673562804","","","103228.0","0.5192712053683712","","","","","W",""
"288.0","CA","California","24.0","H2CA23114","","Chris","Mitchum","Mitchum, Chris","","R","21059.0","0.15802585864043284","","","95566.0","0.4807287946316287","","","","","",""
"289.0","CA","California","24.0","H4CA24142","","Justin Donald","Fareed","Fareed, Justin Donald","","R","20445.0","0.15341842822088653","","","","","","","","","",""
"290.0","CA","California","24.0","H4CA24159","","Dale","Francisco","Francisco, Dale","","R","15575.0","0.11687415111471301","","","","","","","","","",""
"291.0","CA","California","24.0","H4CA24175","","Bradley","Allen","Allen, Bradley","","R","9269.0","0.06955418983513803","","","","","","","","","",""
"292.0","CA","California","24.0","H8CA23087","","Sandra","Marshall","Marshall, Sandra","","D","4646.0","0.034863390438456286","","","","","","","","","",""
"293.0","CA","California","24.0","H4CA24134","","Paul H., Jr.","Coyne","Coyne, Paul H., Jr.","","D","2144.0","0.01608848667672197","","","","","","","","","",""
"294.0","CA","California","24.0","H4CA24183","","Steve","Isakson","Isakson, Steve","","NOP","1249.0","0.00937244396419111","","","","","","","","","",""
"295.0","CA","California","24.0","H4CA24167","","Alexis","Stuart","Stuart, Alexis","","R","678.0","0.005087683753179802","","","","","","","","","",""
"296.0","CA","California","24","n/a","","","","","District Votes:","","133263.0","","","","198794.0","","","","","","",""
"297.0","CA","California","25.0","H4CA25123","","Steve","Knight","Knight, Steve","","R","18327.0","0.28399863633546146","","","60847.0","0.5334087243144681","","","","","W",""
"298.0","CA","California","25.0","H2CA26109","","Tony","Strickland","Strickland, Tony","","R","19090.0","0.2958222277319779","","","53225.0","0.46659127568553194","","","","","",""
"299.0","CA","California","25.0","H2CA25143","","Lee","Rogers","Rogers, Lee","","D","14315.0","0.22182793032913903","","","","","","","","","",""
"300.0","CA","California","25.0","H4CA25107","","Evan ""Ivan""","Thomas","Thomas, Evan ""Ivan""","","D","6149.0","0.09528605962933119","","","","","","","","","",""
"301.0","CA","California","25.0","H4CA25131","","Troy","Castagna","Castagna, Troy","","R","3805.0","0.05896299510320461","","","","","","","","","",""
"302.0","CA","California","25.0","H4CA25156","","David Koster","Bruce","Bruce, David Koster","","LIB","1214.0","0.018812372156449514","","","","","","","","","",""
"303.0","CA","California","25.0","H4CA25164","","Michael","Mussack","Mussack, Michael","","NOP","933.0","0.0144579433459369","","","","","","","","","",""
"304.0","CA","California","25.0","H8CA27088","","Navraj","Singh","Singh, Navraj","","R","699.0","0.010831835368499349","","","","","","","","","",""
"305.0","CA","California","25","n/a","","","","","District Votes:","","64532.0","","","","114072.0","","","","","","",""
"306.0","CA","California","26.0","H2CA00120","(I)","Julia","Brownley","Brownley, Julia","","D","38854.0","0.45501282336546006","","","87176.0","0.5133163358437016","","","","","W",""
"307.0","CA","California","26.0","H4CA26147","","Jeff","Gorell","Gorell, Jeff","","R","38021.0","0.445257696946985","","","82653.0","0.4866836641562984","","","","","",""
"308.0","CA","California","26.0","H4CA26139","","Rafael Alberto","Dagnesses","Dagnesses, Rafael Alberto","","R","6536.0","0.07654202433511728","","","","","","","","","",""
"309.0","CA","California","26.0","H4CA26154","","Douglas William","Kmiec","Kmiec, Douglas William","","NOP","1980.0","0.02318745535243761","","","","","","","","","",""
"310.0","CA","California","26","n/a","","","","","District Votes:","","85391.0","","","","169829.0","","","","","","",""
